629,636,636,636,636,636,636,636,636,69,612,612,612,64,644,60
635,610,610,610,610,610,610,610,610,628,612,612,612,621,635,60
635,622,622,622,622,622,622,622,622,67,612,612,612,62,635,60
635,612,612,612,612,612,612,612,612,612,612,612,612,640,69,60
635,612,612,612,612,612,612,612,612,612,612,612,612,635,628,60
635,612,612,612,619,612,612,612,612,612,612,612,640,69,628,60
635,612,612,612,612,612,612,612,612,612,612,640,69,628,628,60
635,612,612,612,612,612,612,612,612,612,640,69,628,628,628,60
635,631,632,612,612,612,612,612,640,636,69,628,628,628,628,60
635,633,634,612,612,640,636,636,69,610,628,628,628,628,628,60
637,636,636,636,636,69,610,610,628,610,628,628,628,628,628,60
610,610,610,610,610,628,610,610,628,610,628,628,628,628,628,60
NORTH,max_map/donjon/level1,A3.txt,ECHELLE,max_map/donjon/level1,B1.txt,
