60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
636,636,636,636,636,636,636,636,636,636,636,636,636,636,636,636
610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610
622,622,622,622,622,622,622,622,622,622,622,622,622,622,622,622
612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612
612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612
644,612,612,631,632,612,612,612,612,612,612,612,612,612,612,640
635,612,612,633,634,612,612,612,612,612,612,612,612,612,612,635
635,612,612,612,612,612,612,612,612,631,632,612,612,612,612,635
635,612,612,612,612,612,612,612,612,633,634,612,612,612,612,635
629,636,636,636,636,636,636,636,636,636,636,636,636,636,636,620
635,60,60,60,60,60,60,60,60,60,60,60,60,60,60,635
EAST,max_map/donjon/level1,A3.txt,NPC,GGM,WEST,max_map/donjon/level1,A1.txt,
