629,636,69,612,612,64,636,636,636,636,636,636,636,636,636,620
635,610,628,612,612,621,610,610,610,610,610,610,610,610,610,635
635,622,67,612,612,62,622,622,622,622,622,622,622,622,622,635
64,644,612,612,612,612,612,612,612,612,612,612,612,631,632,635
621,635,612,612,612,612,612,612,612,612,612,612,612,633,634,64
621,64,644,612,612,612,612,612,612,612,612,612,612,612,612,621
621,621,64,644,612,612,612,612,612,612,612,612,612,612,612,62
621,621,621,64,644,612,612,612,612,612,612,612,612,612,612,612
621,621,621,621,64,636,644,612,612,612,612,612,612,612,612,612
621,621,621,621,621,610,64,636,636,644,612,612,612,612,612,612
621,621,621,621,621,610,621,610,610,64,636,636,636,636,636,636
621,621,621,621,621,610,621,610,610,621,610,610,610,610,610,610
NORTH,max_map/donjon/level1,A1.txt,NPC,GGG,EAST,max_map/donjon/level1,B2.txt,
