60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
60,60,60,60,60,60,60,60,60,640,636,636,636,636,636,636
60,60,60,60,60,60,640,636,636,69,610,610,610,610,610,610
60,60,60,60,640,636,69,610,610,628,622,622,622,622,622,622
60,60,60,640,69,610,628,622,622,67,612,612,612,612,612,612
60,60,640,69,628,622,67,612,612,612,612,612,612,612,612,612
60,640,69,628,67,612,612,612,612,612,612,612,612,612,612,640
60,635,628,67,612,612,612,612,612,612,612,612,612,631,632,635
640,69,67,612,612,612,612,612,612,612,612,612,612,633,634,635
635,628,612,612,612,612,612,612,612,612,612,612,612,612,612,635
635,67,612,612,612,612,612,612,612,612,612,612,612,612,612,635
629,636,644,612,612,640,636,636,636,636,636,636,636,636,636,620
EAST,max_map/donjon/level1,A2.txt
