629,636,636,636,636,69,612,612,612,612,64,636,636,636,636,620
635,610,610,610,610,628,612,612,612,612,621,610,610,610,610,635
635,622,622,622,622,67,612,612,612,612,62,622,622,622,622,635
635,631,632,612,612,612,612,612,612,612,612,612,612,631,632,635
69,633,634,612,612,612,612,612,612,612,612,612,612,633,634,635
628,612,612,612,612,612,612,612,612,612,612,612,612,612,612,635
67,612,612,612,612,612,612,612,612,612,612,612,612,612,612,635
612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,635
612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,635
612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,635
636,636,636,636,636,636,636,636,636,636,636,636,636,636,636,637
610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610
WEST,max_map/donjon/level1,B1.txt,NORTH,max_map/donjon/level3,A1.txt,NPC,P
