60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
636,636,636,636,636,644,60,60,60,60,60,60,60,60,60,60
610,610,610,610,610,64,636,636,644,60,60,60,60,60,60,60
622,622,622,622,622,621,610,610,64,636,644,60,60,60,60,60
612,612,612,612,612,62,622,622,621,610,64,644,60,60,60,60
612,612,612,612,612,612,631,632,62,622,621,64,644,60,60,60
644,612,612,612,612,612,633,634,612,612,62,621,64,644,60,60
635,612,612,612,612,612,612,612,612,612,612,612,621,635,60,60
635,612,612,612,612,612,612,612,612,612,612,612,62,64,644,60
635,612,612,612,612,612,612,612,612,612,612,612,612,621,635,60
635,612,612,612,612,612,612,612,612,612,612,612,612,612,62,60
629,636,636,636,636,636,636,636,636,644,612,612,612,640,69,60
WEST,max_map/donjon/level2,A2.txt,NPC,OOBMM,SOUTH,max_map/donjon/level2,B3.txt,
