08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08
08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08
08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08
08,08,08,325,324,315,324,315,315,315,315,315,337,08,08,08
08,08,08,321,313,338,313,338,338,338,338,338,318,08,08,08
08,08,08,321,338,338,338,338,338,338,338,318,338,08,08,08
08,08,08,321,319,322,338,338,338,338,317,338,318,08,08,08
08,08,08,321,338,338,338,338,338,338,338,338,318,08,08,08
08,08,08,321,338,338,338,338,338,338,338,338,318,08,08,08
08,08,08,321,338,338,338,338,338,338,338,338,318,08,08,08
08,08,08,321,338,338,338,338,338,338,338,338,318,08,08,08
08,08,08,314,326,326,326,339,340,326,326,326,316,08,08,08
