640,636,636,636,636,636,636,636,636,636,636,636,636,636,636,644
635,610,610,610,610,610,638,641,645,610,610,610,610,610,610,635
635,622,622,622,622,622,614,623,613,622,622,622,622,622,622,635
635,612,612,612,612,612,617,612,616,612,612,612,612,612,612,635
635,612,612,612,612,612,612,612,612,612,612,612,612,612,612,635
635,612,612,612,612,612,612,612,612,612,612,612,612,612,612,635
635,612,612,612,612,612,612,612,612,612,612,612,612,612,612,635
635,612,612,612,612,612,612,612,612,612,612,612,612,612,612,635
635,612,612,612,612,612,612,612,612,612,612,612,612,612,612,635
635,612,612,612,612,612,612,612,612,612,612,612,612,612,612,635
64,636,636,636,636,636,647,651,646,636,636,636,636,636,636,69
621,610,610,610,610,610,628,649,621,610,610,610,610,610,610,628
NORTH,map_minimum,donjon2.txt,SOUTH,exterior.txt
